Header_Identifier,Date_Latest,Metadata_Identifier,Metadata_Identifier_Handle_ID,Metadata_Identifier_CMS_ID,Metadata_Identifier_Accession_ID,Metadata_Identifier_File_ID,URL
oai:rosetta.slv.vic.gov.au:IE7080937,2021-09-03T13:58:21Z,IE7080937,10381/371244,1637182,,FL16458841,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16458841
oai:rosetta.slv.vic.gov.au:IE7080940,2021-09-03T13:58:22Z,IE7080940,10381/371426,1637182,,FL17251074,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17251074
oai:rosetta.slv.vic.gov.au:IE7080947,2021-09-03T13:58:22Z,IE7080947,10381/372670,1637182,,FL16492869,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16492869
oai:rosetta.slv.vic.gov.au:IE708095,2021-09-04T19:00:52Z,IE708095,10381/420782,1709439,H99.201/223,FL15891779,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15891779
oai:rosetta.slv.vic.gov.au:IE7080952,2021-09-03T13:58:24Z,IE7080952,10381/371980,1637182,,FL17251639,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17251639
oai:rosetta.slv.vic.gov.au:IE7080955,2021-09-03T13:58:24Z,IE7080955,10381/369825,1637182,,FL17253787,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17253787
oai:rosetta.slv.vic.gov.au:IE7080958,2021-09-03T13:58:25Z,IE7080958,10381/371386,1637182,,FL16005113,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16005113
oai:rosetta.slv.vic.gov.au:IE7080965,2021-09-03T13:58:25Z,IE7080965,10381/369450,1637182,,FL16515019,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16515019
oai:rosetta.slv.vic.gov.au:IE7080968,2021-09-03T13:58:26Z,IE7080968,10381/371690,1637182,,FL16460807,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16460807
oai:rosetta.slv.vic.gov.au:IE7080973,2021-09-03T13:58:26Z,IE7080973,10381/366967,1637182,,FL16518242,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16518242
oai:rosetta.slv.vic.gov.au:IE7080983,2021-09-03T13:58:28Z,IE7080983,10381/371806,1637182,,FL16459975,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16459975
oai:rosetta.slv.vic.gov.au:IE7080988,2021-09-04T12:49:21Z,IE7080988,10381/367131,1637182,,FL16519664,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16519664
oai:rosetta.slv.vic.gov.au:IE7080991,2021-09-04T12:51:02Z,IE7080991,10381/373588,1637182,,FL16515869,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16515869
oai:rosetta.slv.vic.gov.au:IE7080994,2021-09-04T12:51:01Z,IE7080994,10381/369836,1637182,,FL16516199,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16516199
oai:rosetta.slv.vic.gov.au:IE7081001,2021-09-03T13:58:30Z,IE7081001,10381/371274,1637182,,FL16506197,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16506197
oai:rosetta.slv.vic.gov.au:IE7081004,2021-09-03T13:58:30Z,IE7081004,10381/367764,1637182,,FL16495852,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16495852
oai:rosetta.slv.vic.gov.au:IE7081008,2021-09-03T13:58:31Z,IE7081008,10381/4142066,1637182,,FL18906262,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18906262
oai:rosetta.slv.vic.gov.au:IE7081014,2021-09-04T09:46:34Z,IE7081014,10381/4142483,1637182,,FL18902984,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18902984
oai:rosetta.slv.vic.gov.au:IE7081019,2021-09-03T13:58:33Z,IE7081019,10381/372656,1637182,,FL16300181,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16300181
oai:rosetta.slv.vic.gov.au:IE7081027,2021-09-03T13:58:34Z,IE7081027,10381/370738,1637182,,FL16515776,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16515776
oai:rosetta.slv.vic.gov.au:IE7041852,2021-09-03T12:55:01Z,IE7041852,10381/281724,2626464,,FL16110923,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16110923
oai:rosetta.slv.vic.gov.au:IE7595925,2021-09-03T20:16:57Z,IE7595925,10381/144531,1804586,,FL16236801,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16236801
oai:rosetta.slv.vic.gov.au:IE7041847,2021-09-03T12:55:00Z,IE7041847,10381/113023,2076957,,FL16108381,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16108381
oai:rosetta.slv.vic.gov.au:IE7041877,2021-09-03T12:55:05Z,IE7041877,10381/127983,1298574,,FL16110897,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16110897
oai:rosetta.slv.vic.gov.au:IE704188,2021-09-03T12:55:05Z,IE704188,10381/423492,2162505,,FL15746531,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15746531
oai:rosetta.slv.vic.gov.au:IE7041958,2021-09-03T12:55:15Z,IE7041958,10381/102648,1612315,,FL16108189,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16108189
oai:rosetta.slv.vic.gov.au:IE7061032,2021-09-03T13:15:00Z,IE7061032,10381/475267,2279964,,FL15919995,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15919995
oai:rosetta.slv.vic.gov.au:IE7061035,2021-09-03T13:15:01Z,IE7061035,10381/129134,2271316,,FL15764459,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15764459
oai:rosetta.slv.vic.gov.au:IE7061038,2021-09-03T13:15:01Z,IE7061038,10381/132716,2284888,,FL16004861,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16004861
oai:rosetta.slv.vic.gov.au:IE7061041,2021-09-04T07:55:59Z,IE7061041,10381/129113,2281356,,FL15766377,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15766377
oai:rosetta.slv.vic.gov.au:IE7061044,2021-09-03T13:15:02Z,IE7061044,10381/122734,2262896,,FL16004907,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16004907
oai:rosetta.slv.vic.gov.au:IE7061047,2021-09-03T13:15:03Z,IE7061047,10381/132731,2290358,,FL15766213,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15766213
oai:rosetta.slv.vic.gov.au:IE7061050,2021-09-03T13:15:03Z,IE7061050,10381/115122,2254620,,FL16004961,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16004961
oai:rosetta.slv.vic.gov.au:IE7061053,2021-09-03T13:15:04Z,IE7061053,10381/115433,2254903,,FL15765673,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15765673
oai:rosetta.slv.vic.gov.au:IE7061056,2021-09-04T14:55:33Z,IE7061056,10381/475287,2279964,,FL15916152,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15916152
oai:rosetta.slv.vic.gov.au:IE7061062,2021-09-03T13:15:06Z,IE7061062,10381/475330,2281353,,FL15845597,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15845597
oai:rosetta.slv.vic.gov.au:IE7061065,2021-09-04T23:16:20Z,IE7061065,10381/115186,2253515,,FL16005311,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16005311
oai:rosetta.slv.vic.gov.au:IE7595913,2021-09-04T11:20:10Z,IE7595913,10381/4130694,1806867,,FL17686014,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686014
oai:rosetta.slv.vic.gov.au:IE7595918,2021-09-03T20:16:56Z,IE7595918,10381/4131317,1809799,,FL17685600,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685600
oai:rosetta.slv.vic.gov.au:IE759593,2021-09-03T20:16:57Z,IE759593,10381/204812,1774007,H2002.199/3134,FL16008261,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16008261
oai:rosetta.slv.vic.gov.au:IE7595930,2021-09-03T20:16:58Z,IE7595930,10381/145572,1805096,,FL17686392,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686392
oai:rosetta.slv.vic.gov.au:IE7595951,2021-09-03T20:16:59Z,IE7595951,10381/4130913,1801238,,FL17687186,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687186
oai:rosetta.slv.vic.gov.au:IE7595956,2021-09-04T19:21:56Z,IE7595956,10381/148676,1808395,,FL16209293,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16209293
oai:rosetta.slv.vic.gov.au:IE759596,2021-09-03T20:17:00Z,IE759596,10381/4092626,1790729,,FL17829168,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17829168
oai:rosetta.slv.vic.gov.au:IE7595961,2021-09-03T20:17:01Z,IE7595961,10381/4128927,1801854,,FL17687328,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687328
oai:rosetta.slv.vic.gov.au:IE7595972,2021-09-04T23:57:54Z,IE7595972,10381/4130674,1805106,,FL17684967,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684967
oai:rosetta.slv.vic.gov.au:IE7595975,2021-09-04T15:12:08Z,IE7595975,10381/148142,1807577,,FL16271085,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16271085
oai:rosetta.slv.vic.gov.au:IE759599,2021-09-03T20:17:04Z,IE759599,10381/413794,1783749,H2000.200/3985,FL15617189,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15617189
oai:rosetta.slv.vic.gov.au:IE7595998,2021-09-03T20:17:04Z,IE7595998,10381/4130704,1801252,,FL17685352,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685352
oai:rosetta.slv.vic.gov.au:IE7596001,2021-09-04T23:58:56Z,IE7596001,10381/4131048,1806948,,FL17684670,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684670
oai:rosetta.slv.vic.gov.au:IE7596008,2021-09-04T10:51:18Z,IE7596008,10381/143843,1801552,,FL16240405,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16240405
oai:rosetta.slv.vic.gov.au:IE7596011,2021-09-04T19:49:18Z,IE7596011,10381/4131225,1808028,,FL17687242,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687242
oai:rosetta.slv.vic.gov.au:IE759602,2021-09-03T20:17:07Z,IE759602,10381/278430,1784845,,FL15780548,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15780548
oai:rosetta.slv.vic.gov.au:IE7596027,2021-09-03T20:17:08Z,IE7596027,10381/148602,1809759,,FL16232738,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16232738
oai:rosetta.slv.vic.gov.au:IE7596032,2021-09-04T15:38:47Z,IE7596032,10381/4130960,1803001,,FL17686308,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686308
oai:rosetta.slv.vic.gov.au:IE7596037,2021-09-03T20:17:09Z,IE7596037,10381/145574,1805258,,FL16235884,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16235884
oai:rosetta.slv.vic.gov.au:IE7596046,2021-09-04T11:21:38Z,IE7596046,10381/4131068,1802708,,FL17685570,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685570
oai:rosetta.slv.vic.gov.au:IE759605,2021-09-04T19:34:49Z,IE759605,10381/284751,1777805,,FL17249683,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17249683
oai:rosetta.slv.vic.gov.au:IE7596051,2021-09-03T20:17:10Z,IE7596051,10381/4130795,1800610,,FL17686084,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686084
oai:rosetta.slv.vic.gov.au:IE7596058,2021-09-03T20:17:11Z,IE7596058,10381/148137,1807317,,FL17685348,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685348
oai:rosetta.slv.vic.gov.au:IE7596063,2021-09-03T20:17:12Z,IE7596063,10381/4129009,1806350,,FL17685785,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685785
oai:rosetta.slv.vic.gov.au:IE759608,2021-09-03T20:17:13Z,IE759608,10381/4094567,1793168,,FL17708142,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17708142
oai:rosetta.slv.vic.gov.au:IE7596084,2021-09-03T20:17:14Z,IE7596084,10381/4130878,1801252,,FL17684870,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684870
oai:rosetta.slv.vic.gov.au:IE7596089,2021-09-03T20:17:14Z,IE7596089,10381/143862,1801331,,FL16271165,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16271165
oai:rosetta.slv.vic.gov.au:IE7596098,2021-09-03T20:17:15Z,IE7596098,10381/4130853,1805349,,FL17685108,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685108
oai:rosetta.slv.vic.gov.au:IE75961,2021-09-03T20:17:15Z,IE75961,10381/14037,1732770,,FL15770775,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15770775
oai:rosetta.slv.vic.gov.au:IE7596110,2021-09-03T20:17:17Z,IE7596110,10381/4128976,1803008,,FL17687430,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687430
oai:rosetta.slv.vic.gov.au:IE7596115,2021-09-03T20:17:17Z,IE7596115,10381/4130632,1808395,,FL17686224,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686224
oai:rosetta.slv.vic.gov.au:IE7596124,2021-09-04T19:47:29Z,IE7596124,10381/4130636,1802448,,FL17686298,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686298
oai:rosetta.slv.vic.gov.au:IE759613,2021-09-03T20:17:18Z,IE759613,10381/418766,1778138,H99.205/1552,FL15858013,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15858013
oai:rosetta.slv.vic.gov.au:IE7596131,2021-09-03T20:17:19Z,IE7596131,10381/4131020,1803185,,FL17686444,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686444
oai:rosetta.slv.vic.gov.au:IE7596138,2021-09-03T20:17:19Z,IE7596138,10381/4131061,1801143,,FL17687442,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687442
oai:rosetta.slv.vic.gov.au:IE7596141,2021-09-03T20:17:20Z,IE7596141,10381/4130666,1800505,,FL17686658,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686658
oai:rosetta.slv.vic.gov.au:IE7596153,2021-09-03T20:17:21Z,IE7596153,10381/4131123,1810044,,FL17684728,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684728
oai:rosetta.slv.vic.gov.au:IE7596167,2021-09-03T20:17:23Z,IE7596167,10381/4130689,1803121,,FL17687544,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687544
oai:rosetta.slv.vic.gov.au:IE7596172,2021-09-04T15:36:57Z,IE7596172,10381/4131346,1808288,,FL17687388,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687388
oai:rosetta.slv.vic.gov.au:IE7596177,2021-09-03T20:17:24Z,IE7596177,10381/4131119,1808255,,FL17687406,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687406
oai:rosetta.slv.vic.gov.au:IE7596188,2021-09-04T15:36:57Z,IE7596188,10381/4130617,1806705,,FL17685408,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685408
oai:rosetta.slv.vic.gov.au:IE7048118,2021-09-03T13:07:14Z,IE7048118,10381/100358,1950368,,FL16107505,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16107505
oai:rosetta.slv.vic.gov.au:IE7035314,2021-09-03T12:42:09Z,IE7035314,10381/93310,1611188,,FL16080867,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16080867
oai:rosetta.slv.vic.gov.au:IE7393702,2021-09-03T18:37:04Z,IE7393702,10381/175747,1225166,,FL16520786,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16520786
oai:rosetta.slv.vic.gov.au:IE7035302,2021-09-03T12:42:08Z,IE7035302,10381/92930,1630656,,FL16078853,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16078853
oai:rosetta.slv.vic.gov.au:IE7035307,2021-09-03T12:42:09Z,IE7035307,10381/288707,2851719,,FL16080895,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16080895
oai:rosetta.slv.vic.gov.au:IE7035319,2021-09-03T12:42:10Z,IE7035319,10381/293841,2944770,,FL16079925,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16079925
oai:rosetta.slv.vic.gov.au:IE703532,2021-09-03T12:42:10Z,IE703532,10381/200366,1728284,H99.206/2081,FL15728257,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15728257
oai:rosetta.slv.vic.gov.au:IE7035324,2021-09-03T12:42:11Z,IE7035324,10381/180294,1816460,,FL16080839,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16080839
oai:rosetta.slv.vic.gov.au:IE7035333,2021-09-04T23:15:06Z,IE7035333,10381/294066,2965640,,FL16078919,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16078919
oai:rosetta.slv.vic.gov.au:IE7035705,2021-09-03T12:43:00Z,IE7035705,10381/92939,1630291,,FL16079315,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16079315
oai:rosetta.slv.vic.gov.au:IE703571,2021-09-03T12:43:00Z,IE703571,10381/413859,1755358,H98.104/1921,FL15575445,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15575445
oai:rosetta.slv.vic.gov.au:IE7035717,2021-09-03T12:43:02Z,IE7035717,10381/94499,1983129,,FL16078029,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16078029
oai:rosetta.slv.vic.gov.au:IE7035727,2021-09-03T12:43:03Z,IE7035727,10381/95262,1901682,,FL16079377,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16079377
oai:rosetta.slv.vic.gov.au:IE7035732,2021-09-03T12:43:03Z,IE7035732,10381/92868,1816041,,FL16079355,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16079355
oai:rosetta.slv.vic.gov.au:IE7035737,2021-09-03T12:43:04Z,IE7035737,10381/281858,2832979,,FL16078065,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16078065
oai:rosetta.slv.vic.gov.au:IE7035742,2021-09-04T21:14:14Z,IE7035742,10381/95252,1611499,,FL16078125,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16078125
oai:rosetta.slv.vic.gov.au:IE7035747,2021-09-03T12:43:05Z,IE7035747,10381/303463,2593581,,FL16077963,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16077963
oai:rosetta.slv.vic.gov.au:IE7035752,2021-09-04T21:15:18Z,IE7035752,10381/93035,1611085,,FL16078011,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16078011
oai:rosetta.slv.vic.gov.au:IE7035757,2021-09-04T21:15:16Z,IE7035757,10381/94503,1985199,,FL16077979,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16077979
oai:rosetta.slv.vic.gov.au:IE7393956,2021-09-03T18:37:32Z,IE7393956,10381/296869,2067784,,FL16497563,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16497563
oai:rosetta.slv.vic.gov.au:IE7393961,2021-09-04T15:18:13Z,IE7393961,10381/175758,1224545,,FL16507307,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16507307
oai:rosetta.slv.vic.gov.au:IE7393971,2021-09-03T18:37:34Z,IE7393971,10381/175574,1224507,,FL16033905,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16033905
oai:rosetta.slv.vic.gov.au:IE7393976,2021-09-03T18:37:35Z,IE7393976,10381/291316,2973160,,FL16305281,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16305281
oai:rosetta.slv.vic.gov.au:IE7393983,2021-09-03T18:37:35Z,IE7393983,10381/342059,1224817,,FL16032837,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16032837
oai:rosetta.slv.vic.gov.au:IE7393990,2021-09-03T18:37:36Z,IE7393990,10381/291296,2973118,,FL16519784,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16519784
oai:rosetta.slv.vic.gov.au:IE7394002,2021-09-03T18:37:37Z,IE7394002,10381/301940,3071242,,FL16476681,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16476681
oai:rosetta.slv.vic.gov.au:IE7394007,2021-09-03T18:37:38Z,IE7394007,10381/175547,1293965,,FL16032563,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16032563
oai:rosetta.slv.vic.gov.au:IE7394024,2021-09-03T18:37:40Z,IE7394024,10381/476594,1212010,,FL15847130,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15847130
oai:rosetta.slv.vic.gov.au:IE7394027,2021-09-03T18:37:40Z,IE7394027,10381/301937,3071234,,FL17200506,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17200506
oai:rosetta.slv.vic.gov.au:IE20676279,2021-09-02T03:31:11Z,IE20676279,10381/4198786,1696707,H91.244/1511,FL20686463,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20686463
oai:rosetta.slv.vic.gov.au:IE20676284,2021-09-04T21:55:05Z,IE20676284,10381/4198787,1697101,H91.244/1639,FL20686465,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20686465
oai:rosetta.slv.vic.gov.au:IE709371,2021-09-03T14:18:51Z,IE709371,10381/75905,1761477,,FL15763527,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15763527
oai:rosetta.slv.vic.gov.au:IE7238444,2021-09-03T16:40:59Z,IE7238444,10381/55317,1901969,,FL16464388,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16464388
oai:rosetta.slv.vic.gov.au:IE7385381,2021-09-03T18:22:17Z,IE7385381,10381/358656,2009449,,FL16378809,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16378809
oai:rosetta.slv.vic.gov.au:IE7238438,2021-09-04T08:37:15Z,IE7238438,10381/4135221,1902581,,FL18908424,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18908424
oai:rosetta.slv.vic.gov.au:IE7238441,2021-09-03T16:40:59Z,IE7238441,10381/55574,1913209,,FL16513798,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16513798
oai:rosetta.slv.vic.gov.au:IE7239933,2021-09-04T09:53:19Z,IE7239933,10381/4135228,1962704,,FL18909398,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18909398
oai:rosetta.slv.vic.gov.au:IE7240070,2021-09-04T09:45:59Z,IE7240070,10381/4134713,1983857,,FL18910320,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18910320
oai:rosetta.slv.vic.gov.au:IE7240073,2021-09-03T16:45:53Z,IE7240073,10381/55538,1912303,,FL16464761,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16464761
oai:rosetta.slv.vic.gov.au:IE7240079,2021-09-03T16:45:55Z,IE7240079,10381/55738,1950150,,FL16500595,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16500595
